timestamp,meter_id,temperature_f,observed_demand_kw,is_observed,interpolated_demand_kw,analysis_demand_kw,is_interpolated,data_quality_flag,date,year,month,day,day_of_year,hour,minute,day_of_week,day_name,is_weekday,is_weekend,season,day_type,energy_kwh
2025-06-01 15:15:00,B001,82.1,89.86,True,,89.86,False,observed,2025-06-01,2025,6,1,152,15,15,6,Sunday,False,True,summer,weekend,22.465
2025-06-01 15:30:00,B001,81.6,89.08,True,,89.08,False,observed,2025-06-01,2025,6,1,152,15,30,6,Sunday,False,True,summer,weekend,22.27
2025-06-01 15:45:00,B001,81.0,85.44,True,,85.44,False,observed,2025-06-01,2025,6,1,152,15,45,6,Sunday,False,True,summer,weekend,21.36
2025-06-01 16:00:00,B001,80.4,75.13,True,,75.13,False,observed,2025-06-01,2025,6,1,152,16,0,6,Sunday,False,True,summer,weekend,18.782499999999995
2025-06-01 16:15:00,B001,79.7,84.51,True,,84.51,False,observed,2025-06-01,2025,6,1,152,16,15,6,Sunday,False,True,summer,weekend,21.1275
2025-06-01 16:30:00,B001,79.0,72.51,True,,72.51,False,observed,2025-06-01,2025,6,1,152,16,30,6,Sunday,False,True,summer,weekend,18.1275
2025-06-01 16:45:00,B001,78.2,71.76,True,,71.76,False,observed,2025-06-01,2025,6,1,152,16,45,6,Sunday,False,True,summer,weekend,17.94
2025-06-01 17:00:00,B001,77.4,70.68,True,,70.68,False,observed,2025-06-01,2025,6,1,152,17,0,6,Sunday,False,True,summer,weekend,17.67
2025-06-01 17:15:00,B001,76.5,65.36,True,,65.36,False,observed,2025-06-01,2025,6,1,152,17,15,6,Sunday,False,True,summer,weekend,16.34
2025-06-01 17:30:00,B001,75.7,61.88,True,,61.88,False,observed,2025-06-01,2025,6,1,152,17,30,6,Sunday,False,True,summer,weekend,15.47
2025-06-01 17:45:00,B001,74.8,51.71,True,,51.71,False,observed,2025-06-01,2025,6,1,152,17,45,6,Sunday,False,True,summer,weekend,12.9275
2025-06-01 18:00:00,B001,73.9,49.11,True,,49.11,False,observed,2025-06-01,2025,6,1,152,18,0,6,Sunday,False,True,summer,weekend,12.2775
2025-06-01 18:15:00,B001,72.9,51.86,True,,51.86,False,observed,2025-06-01,2025,6,1,152,18,15,6,Sunday,False,True,summer,weekend,12.965
2025-06-01 18:30:00,B001,72.0,39.0,True,,39.0,False,observed,2025-06-01,2025,6,1,152,18,30,6,Sunday,False,True,summer,weekend,9.75
2025-06-01 18:45:00,B001,71.0,40.92,True,,40.92,False,observed,2025-06-01,2025,6,1,152,18,45,6,Sunday,False,True,summer,weekend,10.23
2025-06-01 19:00:00,B001,70.0,41.92,True,,41.92,False,observed,2025-06-01,2025,6,1,152,19,0,6,Sunday,False,True,summer,weekend,10.48
2025-06-01 19:15:00,B001,69.0,44.52,True,,44.52,False,observed,2025-06-01,2025,6,1,152,19,15,6,Sunday,False,True,summer,weekend,11.13
2025-06-01 19:30:00,B001,68.0,55.7,True,,55.7,False,observed,2025-06-01,2025,6,1,152,19,30,6,Sunday,False,True,summer,weekend,13.925
2025-06-01 19:45:00,B001,67.1,45.26,True,,45.26,False,observed,2025-06-01,2025,6,1,152,19,45,6,Sunday,False,True,summer,weekend,11.315
2025-06-01 20:00:00,B001,66.1,49.47,True,,49.47,False,observed,2025-06-01,2025,6,1,152,20,0,6,Sunday,False,True,summer,weekend,12.3675
2025-06-01 20:15:00,B001,65.1,62.89,True,,62.89,False,observed,2025-06-01,2025,6,1,152,20,15,6,Sunday,False,True,summer,weekend,15.7225
2025-06-01 20:30:00,B001,64.2,49.65,True,,49.65,False,observed,2025-06-01,2025,6,1,152,20,30,6,Sunday,False,True,summer,weekend,12.4125
2025-06-01 20:45:00,B001,63.3,58.4,True,,58.4,False,observed,2025-06-01,2025,6,1,152,20,45,6,Sunday,False,True,summer,weekend,14.6
2025-06-01 21:00:00,B001,62.4,45.03,True,,45.03,False,observed,2025-06-01,2025,6,1,152,21,0,6,Sunday,False,True,summer,weekend,11.2575
2025-06-01 21:15:00,B001,61.5,50.86,True,,50.86,False,observed,2025-06-01,2025,6,1,152,21,15,6,Sunday,False,True,summer,weekend,12.715
2025-06-01 21:30:00,B001,60.7,44.9,True,,44.9,False,observed,2025-06-01,2025,6,1,152,21,30,6,Sunday,False,True,summer,weekend,11.225
2025-06-01 21:45:00,B001,59.9,49.79,True,,49.79,False,observed,2025-06-01,2025,6,1,152,21,45,6,Sunday,False,True,summer,weekend,12.4475
2025-06-01 22:00:00,B001,59.2,59.22,True,,59.22,False,observed,2025-06-01,2025,6,1,152,22,0,6,Sunday,False,True,summer,weekend,14.805
2025-06-01 22:15:00,B001,58.5,38.68,True,,38.68,False,observed,2025-06-01,2025,6,1,152,22,15,6,Sunday,False,True,summer,weekend,9.67
2025-06-01 22:30:00,B001,57.8,55.98,True,,55.98,False,observed,2025-06-01,2025,6,1,152,22,30,6,Sunday,False,True,summer,weekend,13.995
2025-06-01 22:45:00,B001,57.2,54.4,True,,54.4,False,observed,2025-06-01,2025,6,1,152,22,45,6,Sunday,False,True,summer,weekend,13.6
2025-06-01 23:00:00,B001,56.6,47.75,True,,47.75,False,observed,2025-06-01,2025,6,1,152,23,0,6,Sunday,False,True,summer,weekend,11.9375
2025-06-01 23:15:00,B001,56.1,40.93,True,,40.93,False,observed,2025-06-01,2025,6,1,152,23,15,6,Sunday,False,True,summer,weekend,10.2325
2025-06-01 23:30:00,B001,55.7,53.08,True,,53.08,False,observed,2025-06-01,2025,6,1,152,23,30,6,Sunday,False,True,summer,weekend,13.27
2025-06-01 23:45:00,B001,55.3,48.26,True,,48.26,False,observed,2025-06-01,2025,6,1,152,23,45,6,Sunday,False,True,summer,weekend,12.065
2025-06-02 00:00:00,B001,55.0,151.86,True,,151.86,False,observed,2025-06-02,2025,6,2,153,0,0,0,Monday,True,False,summer,weekday,37.965
2025-06-02 00:15:00,B001,49.3,150.17,True,,150.17,False,observed,2025-06-02,2025,6,2,153,0,15,0,Monday,True,False,summer,weekday,37.5425
2025-06-02 00:30:00,B001,49.1,162.81,True,,162.81,False,observed,2025-06-02,2025,6,2,153,0,30,0,Monday,True,False,summer,weekday,40.7025
2025-06-02 00:45:00,B001,48.9,148.09,True,,148.09,False,observed,2025-06-02,2025,6,2,153,0,45,0,Monday,True,False,summer,weekday,37.0225
2025-06-02 01:00:00,B001,48.9,141.81,True,,141.81,False,observed,2025-06-02,2025,6,2,153,1,0,0,Monday,True,False,summer,weekday,35.4525
2025-06-02 01:15:00,B001,48.8,151.43,True,,151.43,False,observed,2025-06-02,2025,6,2,153,1,15,0,Monday,True,False,summer,weekday,37.8575
2025-06-02 01:30:00,B001,48.9,151.76,True,,151.76,False,observed,2025-06-02,2025,6,2,153,1,30,0,Monday,True,False,summer,weekday,37.93999999999999
2025-06-02 01:45:00,B001,49.0,160.87,True,,160.87,False,observed,2025-06-02,2025,6,2,153,1,45,0,Monday,True,False,summer,weekday,40.2175
2025-06-02 02:00:00,B001,49.2,156.68,True,,156.68,False,observed,2025-06-02,2025,6,2,153,2,0,0,Monday,True,False,summer,weekday,39.17
2025-06-02 02:15:00,B001,49.4,152.85,True,,152.85,False,observed,2025-06-02,2025,6,2,153,2,15,0,Monday,True,False,summer,weekday,38.2125
2025-06-02 02:30:00,B001,49.7,161.71,True,,161.71,False,observed,2025-06-02,2025,6,2,153,2,30,0,Monday,True,False,summer,weekday,40.4275
2025-06-02 02:45:00,B001,50.1,140.49,True,,140.49,False,observed,2025-06-02,2025,6,2,153,2,45,0,Monday,True,False,summer,weekday,35.12250000000001
2025-06-02 03:00:00,B001,50.5,144.88,True,,144.88,False,observed,2025-06-02,2025,6,2,153,3,0,0,Monday,True,False,summer,weekday,36.22
2025-06-02 03:15:00,B001,50.9,142.59,True,,142.59,False,observed,2025-06-02,2025,6,2,153,3,15,0,Monday,True,False,summer,weekday,35.6475
2025-06-02 03:30:00,B001,51.5,146.88,True,,146.88,False,observed,2025-06-02,2025,6,2,153,3,30,0,Monday,True,False,summer,weekday,36.72
2025-06-02 03:45:00,B001,52.1,138.99,True,,138.99,False,observed,2025-06-02,2025,6,2,153,3,45,0,Monday,True,False,summer,weekday,34.74750000000001
2025-06-02 04:00:00,B001,52.7,155.08,True,,155.08,False,observed,2025-06-02,2025,6,2,153,4,0,0,Monday,True,False,summer,weekday,38.77
2025-06-02 04:15:00,B001,53.4,148.22,True,,148.22,False,observed,2025-06-02,2025,6,2,153,4,15,0,Monday,True,False,summer,weekday,37.055
2025-06-02 04:30:00,B001,54.1,138.23,True,,138.23,False,observed,2025-06-02,2025,6,2,153,4,30,0,Monday,True,False,summer,weekday,34.5575
2025-06-02 04:45:00,B001,54.9,141.88,True,,141.88,False,observed,2025-06-02,2025,6,2,153,4,45,0,Monday,True,False,summer,weekday,35.47
2025-06-02 05:00:00,B001,55.7,152.51,True,,152.51,False,observed,2025-06-02,2025,6,2,153,5,0,0,Monday,True,False,summer,weekday,38.12749999999999
2025-06-02 05:15:00,B001,56.5,156.71,True,,156.71,False,observed,2025-06-02,2025,6,2,153,5,15,0,Monday,True,False,summer,weekday,39.1775
2025-06-02 05:30:00,B001,57.4,165.97,True,,165.97,False,observed,2025-06-02,2025,6,2,153,5,30,0,Monday,True,False,summer,weekday,41.4925
2025-06-02 05:45:00,B001,58.3,173.32,True,,173.32,False,observed,2025-06-02,2025,6,2,153,5,45,0,Monday,True,False,summer,weekday,43.33
2025-06-02 06:00:00,B001,59.2,153.37,True,,153.37,False,observed,2025-06-02,2025,6,2,153,6,0,0,Monday,True,False,summer,weekday,38.3425
2025-06-02 06:15:00,B001,60.1,142.35,True,,142.35,False,observed,2025-06-02,2025,6,2,153,6,15,0,Monday,True,False,summer,weekday,35.5875
2025-06-02 06:30:00,B001,61.1,134.1,True,,134.1,False,observed,2025-06-02,2025,6,2,153,6,30,0,Monday,True,False,summer,weekday,33.525
2025-06-02 06:45:00,B001,62.1,156.41,True,,156.41,False,observed,2025-06-02,2025,6,2,153,6,45,0,Monday,True,False,summer,weekday,39.1025
2025-06-02 07:00:00,B001,63.1,156.68,True,,156.68,False,observed,2025-06-02,2025,6,2,153,7,0,0,Monday,True,False,summer,weekday,39.17
2025-06-02 07:15:00,B001,64.0,180.93,True,,180.93,False,observed,2025-06-02,2025,6,2,153,7,15,0,Monday,True,False,summer,weekday,45.2325
2025-06-02 07:30:00,B001,65.0,219.91,True,,219.91,False,observed,2025-06-02,2025,6,2,153,7,30,0,Monday,True,False,summer,weekday,54.9775
2025-06-02 07:45:00,B001,66.0,286.22,True,,286.22,False,observed,2025-06-02,2025,6,2,153,7,45,0,Monday,True,False,summer,weekday,71.555
2025-06-02 08:00:00,B001,67.0,370.52,True,,370.52,False,observed,2025-06-02,2025,6,2,153,8,0,0,Monday,True,False,summer,weekday,92.62999999999998
2025-06-02 08:15:00,B001,67.9,426.31,True,,426.31,False,observed,2025-06-02,2025,6,2,153,8,15,0,Monday,True,False,summer,weekday,106.5775
2025-06-02 08:30:00,B001,68.8,448.73,True,,448.73,False,observed,2025-06-02,2025,6,2,153,8,30,0,Monday,True,False,summer,weekday,112.18250000000002
2025-06-02 08:45:00,B001,69.8,416.77,True,,416.77,False,observed,2025-06-02,2025,6,2,153,8,45,0,Monday,True,False,summer,weekday,104.19249999999998
2025-06-02 09:00:00,B001,70.6,348.6,True,,348.6,False,observed,2025-06-02,2025,6,2,153,9,0,0,Monday,True,False,summer,weekday,87.15
2025-06-02 09:15:00,B001,71.5,283.46,True,,283.46,False,observed,2025-06-02,2025,6,2,153,9,15,0,Monday,True,False,summer,weekday,70.865
2025-06-02 09:30:00,B001,72.3,224.38,True,,224.38,False,observed,2025-06-02,2025,6,2,153,9,30,0,Monday,True,False,summer,weekday,56.095
2025-06-02 09:45:00,B001,73.1,198.39,True,,198.39,False,observed,2025-06-02,2025,6,2,153,9,45,0,Monday,True,False,summer,weekday,49.5975
2025-06-02 10:00:00,B001,73.9,164.22,True,,164.22,False,observed,2025-06-02,2025,6,2,153,10,0,0,Monday,True,False,summer,weekday,41.055
2025-06-02 10:15:00,B001,74.6,162.13,True,,162.13,False,observed,2025-06-02,2025,6,2,153,10,15,0,Monday,True,False,summer,weekday,40.5325
2025-06-02 10:30:00,B001,75.2,148.64,True,,148.64,False,observed,2025-06-02,2025,6,2,153,10,30,0,Monday,True,False,summer,weekday,37.16
2025-06-02 10:45:00,B001,75.9,145.94,True,,145.94,False,observed,2025-06-02,2025,6,2,153,10,45,0,Monday,True,False,summer,weekday,36.485
2025-06-02 11:00:00,B001,76.4,150.85,True,,150.85,False,observed,2025-06-02,2025,6,2,153,11,0,0,Monday,True,False,summer,weekday,37.7125
2025-06-02 11:15:00,B001,76.9,155.77,True,,155.77,False,observed,2025-06-02,2025,6,2,153,11,15,0,Monday,True,False,summer,weekday,38.9425
2025-06-02 11:30:00,B001,77.4,181.3,True,,181.3,False,observed,2025-06-02,2025,6,2,153,11,30,0,Monday,True,False,summer,weekday,45.325
2025-06-02 11:45:00,B001,77.8,160.06,True,,160.06,False,observed,2025-06-02,2025,6,2,153,11,45,0,Monday,True,False,summer,weekday,40.015
2025-06-02 12:00:00,B001,78.1,175.34,True,,175.34,False,observed,2025-06-02,2025,6,2,153,12,0,0,Monday,True,False,summer,weekday,43.835
2025-06-02 12:15:00,B001,78.4,163.05,True,,163.05,False,observed,2025-06-02,2025,6,2,153,12,15,0,Monday,True,False,summer,weekday,40.7625
2025-06-02 12:30:00,B001,78.6,178.99,True,,178.99,False,observed,2025-06-02,2025,6,2,153,12,30,0,Monday,True,False,summer,weekday,44.74750000000001
2025-06-02 12:45:00,B001,78.7,175.5,True,,175.5,False,observed,2025-06-02,2025,6,2,153,12,45,0,Monday,True,False,summer,weekday,43.875
2025-06-02 13:00:00,B001,78.8,171.67,True,,171.67,False,observed,2025-06-02,2025,6,2,153,13,0,0,Monday,True,False,summer,weekday,42.9175
2025-06-02 13:15:00,B001,78.8,172.71,True,,172.71,False,observed,2025-06-02,2025,6,2,153,13,15,0,Monday,True,False,summer,weekday,43.1775
2025-06-02 13:30:00,B001,78.8,167.55,True,,167.55,False,observed,2025-06-02,2025,6,2,153,13,30,0,Monday,True,False,summer,weekday,41.8875
2025-06-02 13:45:00,B001,78.7,175.78,True,,175.78,False,observed,2025-06-02,2025,6,2,153,13,45,0,Monday,True,False,summer,weekday,43.945
2025-06-02 14:00:00,B001,78.5,167.77,True,,167.77,False,observed,2025-06-02,2025,6,2,153,14,0,0,Monday,True,False,summer,weekday,41.9425
2025-06-02 14:15:00,B001,78.3,160.89,True,,160.89,False,observed,2025-06-02,2025,6,2,153,14,15,0,Monday,True,False,summer,weekday,40.2225
2025-06-02 14:30:00,B001,78.0,160.53,True,,160.53,False,observed,2025-06-02,2025,6,2,153,14,30,0,Monday,True,False,summer,weekday,40.1325
2025-06-02 14:45:00,B001,77.6,174.39,True,,174.39,False,observed,2025-06-02,2025,6,2,153,14,45,0,Monday,True,False,summer,weekday,43.5975
2025-06-02 15:00:00,B001,77.2,192.56,True,,192.56,False,observed,2025-06-02,2025,6,2,153,15,0,0,Monday,True,False,summer,weekday,48.14
2025-06-02 15:15:00,B001,76.7,196.4,True,,196.4,False,observed,2025-06-02,2025,6,2,153,15,15,0,Monday,True,False,summer,weekday,49.1
2025-06-02 15:30:00,B001,76.2,221.78,True,,221.78,False,observed,2025-06-02,2025,6,2,153,15,30,0,Monday,True,False,summer,weekday,55.445
2025-06-02 15:45:00,B001,75.6,268.11,True,,268.11,False,observed,2025-06-02,2025,6,2,153,15,45,0,Monday,True,False,summer,weekday,67.0275
2025-06-02 16:00:00,B001,75.0,334.42,True,,334.42,False,observed,2025-06-02,2025,6,2,153,16,0,0,Monday,True,False,summer,weekday,83.605
2025-06-02 16:15:00,B001,74.3,396.62,True,,396.62,False,observed,2025-06-02,2025,6,2,153,16,15,0,Monday,True,False,summer,weekday,99.155
2025-06-02 16:30:00,B001,73.6,459.29,True,,459.29,False,observed,2025-06-02,2025,6,2,153,16,30,0,Monday,True,False,summer,weekday,114.8225
2025-06-02 16:45:00,B001,72.8,520.74,True,,520.74,False,observed,2025-06-02,2025,6,2,153,16,45,0,Monday,True,False,summer,weekday,130.185
2025-06-02 17:00:00,B001,72.0,533.43,True,,533.43,False,observed,2025-06-02,2025,6,2,153,17,0,0,Monday,True,False,summer,weekday,133.3575
2025-06-02 17:15:00,B001,71.2,524.18,True,,524.18,False,observed,2025-06-02,2025,6,2,153,17,15,0,Monday,True,False,summer,weekday,131.045
2025-06-02 17:30:00,B001,70.3,464.05,True,,464.05,False,observed,2025-06-02,2025,6,2,153,17,30,0,Monday,True,False,summer,weekday,116.0125
2025-06-02 17:45:00,B001,69.4,385.07,True,,385.07,False,observed,2025-06-02,2025,6,2,153,17,45,0,Monday,True,False,summer,weekday,96.2675
2025-06-02 18:00:00,B001,68.5,313.03,True,,313.03,False,observed,2025-06-02,2025,6,2,153,18,0,0,Monday,True,False,summer,weekday,78.2575
2025-06-02 18:15:00,B001,67.5,275.32,True,,275.32,False,observed,2025-06-02,2025,6,2,153,18,15,0,Monday,True,False,summer,weekday,68.83
2025-06-02 18:30:00,B001,66.6,229.31,True,,229.31,False,observed,2025-06-02,2025,6,2,153,18,30,0,Monday,True,False,summer,weekday,57.3275
2025-06-02 18:45:00,B001,65.6,183.29,True,,183.29,False,observed,2025-06-02,2025,6,2,153,18,45,0,Monday,True,False,summer,weekday,45.8225
2025-06-02 19:00:00,B001,64.6,163.63,True,,163.63,False,observed,2025-06-02,2025,6,2,153,19,0,0,Monday,True,False,summer,weekday,40.9075
2025-06-02 19:15:00,B001,63.6,168.97,True,,168.97,False,observed,2025-06-02,2025,6,2,153,19,15,0,Monday,True,False,summer,weekday,42.2425
2025-06-02 19:30:00,B001,62.7,144.02,True,,144.02,False,observed,2025-06-02,2025,6,2,153,19,30,0,Monday,True,False,summer,weekday,36.005
2025-06-02 19:45:00,B001,61.7,143.87,True,,143.87,False,observed,2025-06-02,2025,6,2,153,19,45,0,Monday,True,False,summer,weekday,35.9675
