timestamp,meter_id,demand_kw,temperature_f
2025-06-01 20:30:00,B001,49.65,64.2
2025-06-01 20:45:00,B001,58.4,63.3
2025-06-01 21:00:00,B001,45.03,62.4
2025-06-01 21:15:00,B001,50.86,61.5
2025-06-01 21:30:00,B001,44.9,60.7
2025-06-01 21:45:00,B001,49.79,59.9
2025-06-01 22:00:00,B001,59.22,59.2
2025-06-01 22:15:00,B001,38.68,58.5
2025-06-01 22:30:00,B001,55.98,57.8
2025-06-01 22:45:00,B001,54.4,57.2
2025-06-01 23:00:00,B001,47.75,56.6
2025-06-01 23:15:00,B001,40.93,56.1
2025-06-01 23:30:00,B001,53.08,55.7
2025-06-01 23:45:00,B001,48.26,55.3
2025-06-02 00:00:00,B001,151.86,55.0
2025-06-02 00:15:00,B001,150.17,49.3
2025-06-02 00:30:00,B001,162.81,49.1
2025-06-02 00:45:00,B001,148.09,48.9
2025-06-02 01:00:00,B001,141.81,48.9
2025-06-02 01:15:00,B001,151.43,48.8
2025-06-02 01:30:00,B001,151.76,48.9
2025-06-02 01:45:00,B001,160.87,49.0
2025-06-02 02:00:00,B001,156.68,49.2
2025-06-02 02:15:00,B001,152.85,49.4
2025-06-02 02:30:00,B001,161.71,49.7
2025-06-02 02:45:00,B001,140.49,50.1
2025-06-02 03:00:00,B001,144.88,50.5
2025-06-02 03:15:00,B001,142.59,50.9
2025-06-02 03:30:00,B001,146.88,51.5
2025-06-02 03:45:00,B001,138.99,52.1
2025-06-02 04:00:00,B001,155.08,52.7
2025-06-02 04:15:00,B001,148.22,53.4
2025-06-02 04:30:00,B001,138.23,54.1
2025-06-02 04:45:00,B001,141.88,54.9
2025-06-02 05:00:00,B001,152.51,55.7
2025-06-02 05:15:00,B001,156.71,56.5
2025-06-02 05:30:00,B001,165.97,57.4
2025-06-02 05:45:00,B001,173.32,58.3
2025-06-02 06:00:00,B001,153.37,59.2
2025-06-02 06:15:00,B001,142.35,60.1
2025-06-02 06:30:00,B001,134.1,61.1
2025-06-02 06:45:00,B001,156.41,62.1
2025-06-02 07:00:00,B001,156.68,63.1
2025-06-02 07:15:00,B001,180.93,64.0
2025-06-02 07:30:00,B001,219.91,65.0
2025-06-02 07:45:00,B001,286.22,66.0
2025-06-02 08:00:00,B001,370.52,67.0
2025-06-02 08:15:00,B001,426.31,67.9
2025-06-02 08:30:00,B001,448.73,68.8
2025-06-02 08:45:00,B001,416.77,69.8
2025-06-02 09:00:00,B001,348.6,70.6
2025-06-02 09:15:00,B001,283.46,71.5
2025-06-02 09:30:00,B001,224.38,72.3
2025-06-02 09:45:00,B001,198.39,73.1
2025-06-02 10:00:00,B001,164.22,73.9
2025-06-02 10:15:00,B001,162.13,74.6
2025-06-02 10:30:00,B001,148.64,75.2
2025-06-02 10:45:00,B001,145.94,75.9
2025-06-02 11:00:00,B001,150.85,76.4
2025-06-02 11:15:00,B001,155.77,76.9
2025-06-02 11:30:00,B001,181.3,77.4
2025-06-02 11:45:00,B001,160.06,77.8
2025-06-02 12:00:00,B001,175.34,78.1
2025-06-02 12:15:00,B001,163.05,78.4
2025-06-02 12:30:00,B001,178.99,78.6
2025-06-02 12:45:00,B001,175.5,78.7
2025-06-02 13:00:00,B001,171.67,78.8
2025-06-02 13:15:00,B001,172.71,78.8
2025-06-02 13:30:00,B001,167.55,78.8
2025-06-02 13:45:00,B001,175.78,78.7
2025-06-02 14:00:00,B001,167.77,78.5
2025-06-02 14:15:00,B001,160.89,78.3
2025-06-02 14:30:00,B001,160.53,78.0
2025-06-02 14:45:00,B001,174.39,77.6
2025-06-02 15:00:00,B001,192.56,77.2
2025-06-02 15:15:00,B001,196.4,76.7
2025-06-02 15:30:00,B001,221.78,76.2
2025-06-02 15:45:00,B001,268.11,75.6
2025-06-02 16:00:00,B001,334.42,75.0
2025-06-02 16:15:00,B001,396.62,74.3
2025-06-02 16:30:00,B001,459.29,73.6
2025-06-02 16:45:00,B001,520.74,72.8
2025-06-02 17:00:00,B001,533.43,72.0
2025-06-02 17:15:00,B001,524.18,71.2
2025-06-02 17:30:00,B001,464.05,70.3
2025-06-02 17:45:00,B001,385.07,69.4
2025-06-02 18:00:00,B001,313.03,68.5
2025-06-02 18:15:00,B001,275.32,67.5
2025-06-02 18:30:00,B001,229.31,66.6
2025-06-02 18:45:00,B001,183.29,65.6
2025-06-02 19:00:00,B001,163.63,64.6
2025-06-02 19:15:00,B001,168.97,63.6
2025-06-02 19:30:00,B001,144.02,62.7
2025-06-02 19:45:00,B001,143.87,61.7
2025-06-02 20:00:00,B001,155.48,60.7
2025-06-02 20:15:00,B001,146.94,59.8
2025-06-02 20:30:00,B001,149.99,58.8
2025-06-02 20:45:00,B001,148.7,57.9
2025-06-02 21:00:00,B001,152.7,57.0
2025-06-02 21:15:00,B001,161.26,56.2
2025-06-02 21:30:00,B001,150.72,55.3
2025-06-02 21:45:00,B001,155.15,54.6
2025-06-02 22:00:00,B001,133.6,53.8
2025-06-02 22:15:00,B001,149.61,53.1
2025-06-02 22:30:00,B001,143.25,52.4
2025-06-02 22:45:00,B001,140.25,51.8
2025-06-02 23:00:00,B001,142.97,51.3
2025-06-02 23:15:00,B001,147.33,50.8
2025-06-02 23:30:00,B001,157.33,50.3
2025-06-02 23:45:00,B001,139.39,49.9
2025-06-03 00:00:00,B001,150.25,49.6
2025-06-03 00:15:00,B001,146.13,56.5
2025-06-03 00:30:00,B001,147.38,56.3
2025-06-03 00:45:00,B001,158.02,56.1
2025-06-03 01:00:00,B001,154.3,56.0
2025-06-03 01:15:00,B001,160.7,56.0
2025-06-03 01:30:00,B001,148.76,56.0
2025-06-03 01:45:00,B001,144.43,56.2
2025-06-03 02:00:00,B001,148.21,56.3
2025-06-03 02:15:00,B001,151.94,56.6
2025-06-03 02:30:00,B001,151.41,56.9
2025-06-03 02:45:00,B001,141.32,57.2
2025-06-03 03:00:00,B001,150.72,57.6
2025-06-03 03:15:00,B001,151.83,58.1
2025-06-03 03:30:00,B001,170.14,58.6
2025-06-03 03:45:00,B001,165.01,59.2
2025-06-03 04:00:00,B001,143.17,59.9
2025-06-03 04:15:00,B001,147.7,60.5
2025-06-03 04:30:00,B001,138.29,61.3
2025-06-03 04:45:00,B001,145.27,62.0
2025-06-03 05:00:00,B001,152.52,62.8
2025-06-03 05:15:00,B001,159.65,63.7
2025-06-03 05:30:00,B001,144.17,64.5
2025-06-03 05:45:00,B001,144.78,65.4
2025-06-03 06:00:00,B001,132.87,66.4
2025-06-03 06:15:00,B001,148.96,67.3
2025-06-03 06:30:00,B001,142.66,68.3
2025-06-03 06:45:00,B001,150.03,69.2
2025-06-03 07:00:00,B001,156.17,70.2
2025-06-03 07:15:00,B001,183.49,71.2
2025-06-03 07:30:00,B001,210.74,72.2
2025-06-03 07:45:00,B001,275.61,73.2
2025-06-03 08:00:00,B001,379.03,74.1
2025-06-03 08:15:00,B001,415.2,75.1
2025-06-03 08:30:00,B001,447.28,76.0
2025-06-03 08:45:00,B001,451.29,76.9
2025-06-03 09:00:00,B001,402.1,77.8
2025-06-03 09:15:00,B001,300.0,78.7
2025-06-03 09:30:00,B001,248.85,79.5
2025-06-03 09:45:00,B001,218.71,80.3
2025-06-03 10:00:00,B001,213.24,81.0
2025-06-03 10:15:00,B001,186.85,81.7
2025-06-03 10:30:00,B001,193.64,82.4
2025-06-03 10:45:00,B001,204.61,83.0
2025-06-03 11:00:00,B001,205.02,83.6
2025-06-03 11:15:00,B001,201.53,84.1
2025-06-03 11:30:00,B001,206.17,84.5
2025-06-03 11:45:00,B001,198.6,84.9
2025-06-03 12:00:00,B001,209.7,85.3
2025-06-03 12:15:00,B001,211.11,85.5
2025-06-03 12:30:00,B001,216.36,85.8
2025-06-03 12:45:00,B001,210.94,85.9
2025-06-03 13:00:00,B001,219.66,86.0
2025-06-03 13:15:00,B001,224.11,86.0
2025-06-03 13:30:00,B001,217.0,86.0
2025-06-03 13:45:00,B001,217.99,85.8
2025-06-03 14:00:00,B001,214.81,85.7
2025-06-03 14:15:00,B001,213.66,85.4
2025-06-03 14:30:00,B001,207.95,85.1
2025-06-03 14:45:00,B001,218.51,84.8
2025-06-03 15:00:00,B001,222.12,84.4
2025-06-03 15:15:00,B001,254.83,83.9
2025-06-03 15:30:00,B001,278.29,83.4
2025-06-03 15:45:00,B001,311.88,82.8
2025-06-03 16:00:00,B001,360.77,82.1
2025-06-03 16:15:00,B001,424.78,81.5
2025-06-03 16:30:00,B001,506.57,80.7
2025-06-03 16:45:00,B001,543.85,80.0
2025-06-03 17:00:00,B001,558.87,79.2
2025-06-03 17:15:00,B001,517.92,78.3
2025-06-03 17:30:00,B001,484.76,77.5
2025-06-03 17:45:00,B001,407.86,76.6
2025-06-03 18:00:00,B001,318.92,75.6
2025-06-03 18:15:00,B001,258.34,74.7
2025-06-03 18:30:00,B001,217.63,73.7
2025-06-03 18:45:00,B001,185.15,72.8
2025-06-03 19:00:00,B001,164.36,71.8
2025-06-03 19:15:00,B001,156.45,70.8
2025-06-03 19:30:00,B001,150.86,69.8
2025-06-03 19:45:00,B001,152.25,68.8
2025-06-03 20:00:00,B001,162.11,67.9
2025-06-03 20:15:00,B001,129.57,66.9
2025-06-03 20:30:00,B001,148.13,66.0
2025-06-03 20:45:00,B001,151.42,65.1
2025-06-03 21:00:00,B001,152.37,64.2
2025-06-03 21:15:00,B001,147.02,63.3
2025-06-03 21:30:00,B001,135.95,62.5
2025-06-03 21:45:00,B001,152.62,61.7
2025-06-03 22:00:00,B001,163.82,61.0
2025-06-03 22:15:00,B001,137.73,60.3
2025-06-03 22:30:00,B001,156.91,59.6
2025-06-03 22:45:00,B001,147.37,59.0
2025-06-03 23:00:00,B001,149.51,58.4
2025-06-03 23:15:00,B001,141.58,57.9
2025-06-03 23:30:00,B001,147.32,57.5
2025-06-03 23:45:00,B001,160.4,57.1
2025-06-04 00:00:00,B001,154.66,56.7
2025-06-04 00:15:00,B001,163.86,57.2
2025-06-04 00:30:00,B001,159.42,57.0
2025-06-04 00:45:00,B001,153.51,56.9
2025-06-04 01:00:00,B001,163.95,56.8
2025-06-04 01:15:00,B001,153.51,56.8
2025-06-04 01:30:00,B001,156.62,56.8
2025-06-04 01:45:00,B001,147.63,56.9
2025-06-04 02:00:00,B001,150.53,57.1
2025-06-04 02:15:00,B001,144.42,57.3
2025-06-04 02:30:00,B001,157.92,57.6
2025-06-04 02:45:00,B001,140.57,58.0
2025-06-04 03:00:00,B001,156.26,58.4
2025-06-04 03:15:00,B001,148.47,58.9
2025-06-04 03:30:00,B001,159.37,59.4
2025-06-04 03:45:00,B001,156.01,60.0
2025-06-04 04:00:00,B001,164.57,60.6
2025-06-04 04:15:00,B001,155.85,61.3
2025-06-04 04:30:00,B001,137.42,62.0
2025-06-04 04:45:00,B001,149.46,62.8
2025-06-04 05:00:00,B001,140.62,63.6
2025-06-04 05:15:00,B001,145.85,64.4
2025-06-04 05:30:00,B001,162.09,65.3
2025-06-04 05:45:00,B001,155.11,66.2
2025-06-04 06:00:00,B001,144.46,67.1
2025-06-04 06:15:00,B001,142.16,68.1
2025-06-04 06:30:00,B001,151.42,69.0
2025-06-04 06:45:00,B001,144.53,70.0
2025-06-04 07:00:00,B001,157.81,71.0
2025-06-04 07:15:00,B001,186.74,72.0
2025-06-04 07:30:00,B001,234.05,72.9
2025-06-04 07:45:00,B001,292.22,73.9
2025-06-04 08:00:00,B001,343.66,74.9
2025-06-04 08:15:00,B001,432.49,75.8
2025-06-04 08:30:00,B001,461.19,76.8
2025-06-04 08:45:00,B001,444.47,77.7
2025-06-04 09:00:00,B001,396.36,78.6
2025-06-04 09:15:00,B001,297.43,79.4
2025-06-04 09:30:00,B001,251.63,80.3
2025-06-04 09:45:00,B001,225.27,81.0
2025-06-04 10:45:00,B001,209.72,83.8
2025-06-04 11:00:00,B001,201.54,84.3
2025-06-04 11:15:00,B001,215.62,84.8
2025-06-04 11:30:00,B001,220.36,85.3
2025-06-04 11:45:00,B001,216.03,85.7
2025-06-04 12:00:00,B001,218.04,86.0
2025-06-04 12:15:00,B001,219.97,86.3
2025-06-04 12:30:00,B001,212.16,86.5
2025-06-04 12:45:00,B001,218.77,86.7
2025-06-04 13:00:00,B001,219.23,86.7
2025-06-04 13:15:00,B001,223.64,86.8
2025-06-04 13:30:00,B001,228.32,86.7
2025-06-04 13:45:00,B001,211.27,86.6
2025-06-04 14:00:00,B001,217.94,86.4
2025-06-04 14:15:00,B001,230.08,86.2
2025-06-04 14:30:00,B001,212.34,85.9
2025-06-04 14:45:00,B001,213.97,85.5
2025-06-04 15:00:00,B001,229.08,85.1
2025-06-04 15:15:00,B001,249.4,84.7
2025-06-04 15:30:00,B001,270.36,84.1
2025-06-04 15:45:00,B001,323.99,83.5
2025-06-04 16:00:00,B001,378.29,82.9
2025-06-04 16:15:00,B001,444.98,82.2
2025-06-04 16:30:00,B001,506.04,81.5
2025-06-04 16:45:00,B001,564.94,80.7
2025-06-04 17:00:00,B001,557.95,79.9
2025-06-04 17:15:00,B001,520.41,79.1
2025-06-04 17:30:00,B001,494.73,78.2
2025-06-04 17:45:00,B001,405.13,77.3
2025-06-04 18:00:00,B001,333.22,76.4
2025-06-04 18:15:00,B001,275.31,75.5
2025-06-04 18:30:00,B001,202.7,74.5
2025-06-04 18:45:00,B001,174.72,73.5
2025-06-04 19:00:00,B001,153.89,72.5
2025-06-04 19:15:00,B001,150.93,71.6
2025-06-04 19:30:00,B001,156.4,70.6
2025-06-04 19:45:00,B001,155.23,69.6
2025-06-04 20:00:00,B001,152.55,68.6
2025-06-04 20:15:00,B001,138.8,67.7
2025-06-04 20:30:00,B001,131.55,66.8
2025-06-04 20:45:00,B001,150.44,65.8
2025-06-04 21:00:00,B001,146.23,65.0
2025-06-04 21:15:00,B001,153.68,64.1
2025-06-04 21:30:00,B001,155.62,63.3
2025-06-04 21:45:00,B001,151.11,62.5
2025-06-04 22:00:00,B001,156.08,61.7
2025-06-04 22:15:00,B001,151.83,61.0
2025-06-04 22:30:00,B001,154.24,60.4
2025-06-04 22:45:00,B001,144.36,59.7
2025-06-04 23:00:00,B001,148.56,59.2
2025-06-04 23:15:00,B001,151.57,58.7
2025-06-04 23:30:00,B001,156.56,58.2
2025-06-04 23:45:00,B001,146.85,57.8
2025-06-05 00:00:00,B001,154.17,57.5
2025-06-05 00:15:00,B001,147.87,45.7
2025-06-05 00:30:00,B001,149.06,45.4
2025-06-05 00:45:00,B001,156.64,45.3
2025-06-05 01:00:00,B001,134.06,45.2
2025-06-05 01:15:00,B001,139.63,45.2
2025-06-05 01:30:00,B001,138.14,45.2
2025-06-05 01:45:00,B001,131.33,45.4
2025-06-05 02:00:00,B001,144.57,45.5
2025-06-05 02:15:00,B001,156.0,45.8
2025-06-05 02:30:00,B001,147.72,46.1
2025-06-05 02:45:00,B001,151.58,46.4
2025-06-05 03:00:00,B001,158.71,46.8
2025-06-05 03:15:00,B001,160.62,47.3
2025-06-05 03:30:00,B001,149.45,47.8
2025-06-05 03:45:00,B001,160.83,48.4
2025-06-05 04:00:00,B001,150.74,49.0
2025-06-05 04:15:00,B001,143.3,49.7
2025-06-05 04:30:00,B001,145.24,50.5
2025-06-05 04:45:00,B001,138.16,51.2
2025-06-05 05:00:00,B001,142.89,52.0
2025-06-05 05:15:00,B001,147.14,52.9
2025-06-05 05:30:00,B001,156.43,53.7
2025-06-05 05:45:00,B001,163.77,54.6
2025-06-05 06:00:00,B001,138.99,55.6
2025-06-05 06:15:00,B001,153.41,56.5
2025-06-05 06:30:00,B001,142.84,57.5
2025-06-05 06:45:00,B001,158.06,58.4
2025-06-05 07:00:00,B001,162.13,59.4
2025-06-05 07:15:00,B001,169.6,60.4
2025-06-05 07:30:00,B001,232.23,61.4
2025-06-05 07:45:00,B001,282.51,62.3
2025-06-05 08:00:00,B001,357.72,63.3
2025-06-05 08:15:00,B001,416.5,64.3
2025-06-05 08:30:00,B001,444.77,65.2
2025-06-05 08:45:00,B001,428.48,66.1
2025-06-05 09:00:00,B001,360.48,67.0
2025-06-05 09:15:00,B001,289.98,67.9
2025-06-05 09:30:00,B001,227.7,68.7
2025-06-05 09:45:00,B001,194.81,69.5
2025-06-05 10:00:00,B001,160.44,70.2
2025-06-05 10:15:00,B001,142.45,70.9
2025-06-05 10:30:00,B001,159.7,71.6
2025-06-05 10:45:00,B001,147.61,72.2
2025-06-05 11:00:00,B001,158.97,72.8
2025-06-05 11:15:00,B001,153.08,73.3
2025-06-05 11:30:00,B001,148.95,73.7
2025-06-05 11:45:00,B001,152.79,74.1
2025-06-05 12:00:00,B001,165.61,74.5
2025-06-05 12:15:00,B001,166.62,74.7
2025-06-05 12:30:00,B001,150.56,74.9
2025-06-05 12:45:00,B001,151.83,75.1
2025-06-05 13:00:00,B001,159.66,75.2
2025-06-05 13:15:00,B001,144.41,75.2
2025-06-05 13:30:00,B001,153.59,75.1
2025-06-05 13:45:00,B001,150.14,75.0
2025-06-05 14:00:00,B001,152.85,74.9
2025-06-05 14:15:00,B001,144.37,74.6
2025-06-05 14:30:00,B001,140.16,74.3
2025-06-05 14:45:00,B001,140.7,74.0
2025-06-05 15:00:00,B001,157.76,73.6
2025-06-05 15:15:00,B001,181.06,73.1
2025-06-05 15:30:00,B001,213.17,72.6
2025-06-05 15:45:00,B001,277.61,72.0
2025-06-05 16:00:00,B001,332.82,71.3
2025-06-05 16:15:00,B001,387.17,70.7
2025-06-05 16:30:00,B001,465.36,69.9
2025-06-05 16:45:00,B001,508.63,69.2
2025-06-05 17:00:00,B001,527.73,68.4
2025-06-05 17:15:00,B001,513.37,67.5
2025-06-05 17:30:00,B001,467.53,66.7
2025-06-05 17:45:00,B001,392.15,65.8
2025-06-05 18:00:00,B001,332.49,64.8
2025-06-05 18:15:00,B001,252.97,63.9
2025-06-05 18:30:00,B001,215.57,62.9
2025-06-05 18:45:00,B001,205.51,62.0
2025-06-05 19:00:00,B001,168.48,61.0
2025-06-05 19:15:00,B001,168.75,60.0
2025-06-05 19:30:00,B001,153.61,59.0
2025-06-05 19:45:00,B001,155.68,58.0
2025-06-05 20:00:00,B001,149.88,57.1
2025-06-05 20:15:00,B001,148.74,56.1
2025-06-05 20:30:00,B001,143.79,55.2
2025-06-05 20:45:00,B001,153.45,54.3
2025-06-05 21:00:00,B001,143.19,53.4
2025-06-05 21:15:00,B001,155.32,52.5
2025-06-05 21:30:00,B001,158.68,51.7
2025-06-05 21:45:00,B001,152.93,50.9
2025-06-05 22:00:00,B001,147.71,50.2
2025-06-05 22:15:00,B001,153.63,49.5
2025-06-05 22:30:00,B001,147.53,48.8
2025-06-05 22:45:00,B001,157.48,48.2
2025-06-05 23:00:00,B001,135.35,47.6
2025-06-05 23:15:00,B001,147.32,47.1
2025-06-05 23:30:00,B001,134.07,46.7
2025-06-05 23:45:00,B001,138.04,46.3
2025-06-06 00:00:00,B001,160.91,45.9
2025-06-06 00:15:00,B001,157.16,48.3
2025-06-06 00:30:00,B001,144.24,48.0
2025-06-06 00:45:00,B001,137.98,47.9
2025-06-06 01:00:00,B001,126.28,47.8
2025-06-06 01:15:00,B001,145.65,47.8
2025-06-06 01:30:00,B001,169.36,47.8
2025-06-06 01:45:00,B001,153.48,47.9
2025-06-06 02:00:00,B001,145.52,48.1
2025-06-06 02:15:00,B001,153.72,48.4
2025-06-06 02:30:00,B001,137.51,48.7
2025-06-06 02:45:00,B001,147.62,49.0
2025-06-06 03:00:00,B001,150.8,49.4
2025-06-06 03:15:00,B001,149.31,49.9
2025-06-06 03:30:00,B001,156.33,50.4
2025-06-06 03:45:00,B001,152.76,51.0
2025-06-06 04:00:00,B001,155.35,51.6
2025-06-06 04:15:00,B001,144.49,52.3
2025-06-06 04:30:00,B001,157.18,53.0
2025-06-06 04:45:00,B001,163.03,53.8
2025-06-06 05:00:00,B001,142.24,54.6
2025-06-06 05:15:00,B001,142.9,55.5
2025-06-06 05:30:00,B001,160.69,56.3
2025-06-06 05:45:00,B001,148.48,57.2
2025-06-06 06:00:00,B001,161.28,58.2
2025-06-06 06:15:00,B001,146.72,59.1
2025-06-06 06:30:00,B001,162.8,60.1
2025-06-06 06:45:00,B001,155.32,61.0
2025-06-06 07:00:00,B001,165.25,62.0
2025-06-06 07:15:00,B001,196.77,63.0
2025-06-06 07:30:00,B001,221.91,64.0
2025-06-06 07:45:00,B001,279.82,64.9
2025-06-06 08:00:00,B001,358.41,65.9
2025-06-06 08:15:00,B001,428.68,66.9
2025-06-06 08:30:00,B001,437.47,67.8
2025-06-06 08:45:00,B001,430.16,68.7
2025-06-06 09:00:00,B001,357.68,69.6
2025-06-06 09:15:00,B001,296.53,70.5
2025-06-06 09:30:00,B001,205.65,71.3
2025-06-06 09:45:00,B001,177.96,72.1
2025-06-06 10:00:00,B001,149.69,72.8
2025-06-06 10:15:00,B001,147.65,73.5
2025-06-06 10:30:00,B001,153.14,74.2
2025-06-06 10:45:00,B001,148.83,74.8
2025-06-06 11:00:00,B001,150.25,75.4
2025-06-06 11:15:00,B001,154.01,75.9
2025-06-06 11:30:00,B001,159.61,76.3
2025-06-06 11:45:00,B001,152.27,76.7
2025-06-06 12:00:00,B001,168.0,77.1
2025-06-06 12:15:00,B001,169.28,77.3
2025-06-06 12:30:00,B001,168.32,77.5
2025-06-06 12:45:00,B001,170.58,77.7
2025-06-07 00:00:00,B001,48.34,48.5
2025-06-07 00:15:00,B001,59.0,54.0
2025-06-07 00:30:00,B001,54.43,53.8
2025-06-07 00:45:00,B001,38.3,53.6
2025-06-07 01:00:00,B001,56.62,53.5
2025-06-07 01:15:00,B001,47.88,53.5
2025-06-07 01:30:00,B001,62.7,53.6
2025-06-07 01:45:00,B001,47.48,53.7
2025-06-07 02:00:00,B001,47.41,53.8
2025-06-07 02:15:00,B001,56.83,54.1
2025-06-07 02:30:00,B001,58.6,54.4
2025-06-07 02:45:00,B001,56.08,54.7
2025-06-07 03:00:00,B001,39.02,55.1
2025-06-07 03:15:00,B001,56.8,55.6
2025-06-07 03:30:00,B001,44.23,56.1
2025-06-07 03:45:00,B001,54.38,56.7
2025-06-07 04:00:00,B001,41.11,57.4
2025-06-07 04:15:00,B001,56.07,58.0
2025-06-07 04:30:00,B001,46.05,58.8
2025-06-07 04:45:00,B001,42.24,59.5
2025-06-07 05:00:00,B001,58.21,60.3
2025-06-07 05:15:00,B001,54.43,61.2
2025-06-07 05:30:00,B001,47.59,62.1
2025-06-07 05:45:00,B001,64.11,63.0
2025-06-07 06:00:00,B001,48.97,63.9
2025-06-07 06:15:00,B001,52.76,64.8
2025-06-07 06:30:00,B001,54.65,65.8
2025-06-07 06:45:00,B001,47.54,66.7
2025-06-07 07:00:00,B001,56.27,67.7
2025-06-07 07:15:00,B001,48.23,68.7
2025-06-07 07:30:00,B001,49.21,69.7
2025-06-07 07:45:00,B001,63.4,70.7
2025-06-07 08:00:00,B001,44.18,71.6
2025-06-07 08:15:00,B001,33.2,72.6
2025-06-07 08:30:00,B001,65.39,73.5
2025-06-07 08:45:00,B001,72.89,74.4
2025-06-07 09:00:00,B001,51.19,75.3
2025-06-07 09:15:00,B001,44.09,76.2
2025-06-07 09:30:00,B001,62.06,77.0
2025-06-07 09:45:00,B001,67.0,77.8
2025-06-07 10:00:00,B001,72.27,78.5
2025-06-07 10:15:00,B001,69.13,79.3
2025-06-07 10:30:00,B001,86.64,79.9
2025-06-07 10:45:00,B001,89.88,80.5
2025-06-07 11:00:00,B001,77.09,81.1
2025-06-07 11:15:00,B001,97.69,81.6
2025-06-07 11:30:00,B001,111.22,82.1
2025-06-07 11:45:00,B001,98.54,82.4
2025-06-07 12:00:00,B001,96.46,82.8
2025-06-07 12:15:00,B001,99.66,83.0
2025-06-07 12:30:00,B001,106.98,83.3
2025-06-07 12:45:00,B001,89.1,83.4
2025-06-07 13:00:00,B001,104.76,83.5
